system:index,Class,LST_C,.geo
1_2058,Urban,39.94914019999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2061,Urban,37.09851151999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2062,Urban,43.90720736000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2063,Urban,38.998930640000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2064,Urban,42.87154730000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2077,Urban,45.78711836000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2089,Urban,35.71421342000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2090,Urban,43.00485007999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2094,Urban,36.00474512000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2100,Urban,39.169831639999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2101,Urban,35.51084123000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2109,Urban,38.708398939999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2115,Urban,41.357364440000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2124,Urban,39.94230416000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2134,Urban,37.38220718000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2144,Urban,40.71477668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2146,Urban,35.86118828000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2150,Urban,43.98411281,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2154,Urban,33.936843020000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2172,Urban,47.21243270000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2186,Urban,42.26313974000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
